features,propertyType,zoning,feature_id
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""foundationType"": ""OTHER"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt""}",Single Family,PD,275
"{""architectureType"": ""Conventional"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Electric"", ""roomCount"": 5, ""unitCount"": 1, ""cooling"": true, ""coolingType"": ""Wall""}",Single Family,R-20,276
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""roomCount"": 5, ""unitCount"": 1}",Condo,8322,277
"{""architectureType"": ""Townhouse"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Condo,RSFA,278
"{""exteriorType"": ""Brick / Stone"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Detached"", ""roofType"": ""Shingle"", ""unitCount"": 2, ""architectureType"": ""Two Family"", ""cooling"": true, ""coolingType"": ""Commercial""}",Apartment,Unknown,279
"{""cooling"": true, ""coolingType"": ""Window"", ""exteriorType"": ""Wood Shingle"", ""floorCount"": 1, ""foundationType"": ""Pier / Post & Beam"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,Z297,280
"{""architectureType"": ""Old Style"", ""exteriorType"": ""Siding"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Hot Water"", ""roofType"": ""Asphalt"", ""roomCount"": 6, ""unitCount"": 1}",Unknown,GB,281
"{""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""unitCount"": 1}",Single Family,LAR2,282
{},Manufactured,Unknown,283
"{""architectureType"": ""Condo / Apartment"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Hot Water"", ""roomCount"": 5, ""unitCount"": 1, ""viewType"": ""Average""}",Single Family,RSA5,284
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""roomCount"": 5, ""unitCount"": 1}",Single Family,RS180,285
"{""exteriorType"": ""Brick"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,E-SU-DX,286
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Concrete Block"", ""floorCount"": 1, ""foundationType"": ""Masonry"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Metal""}",Single Family,Unknown,287
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Electric"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,Unknown,288
"{""architectureType"": ""Townhouse"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Siding"", ""floorCount"": 3, ""garage"": true, ""garageType"": ""Built-in"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,MXDR,289
"{""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""roofType"": ""Asphalt"", ""unitCount"": 1}",Single Family,Unknown,290
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,C,291
"{""architectureType"": ""Townhouse"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Radiant"", ""roofType"": ""Built-up (Layered Asphalt)"", ""unitCount"": 1}",Single Family,R-7,292
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle""}",Single Family,Unknown,293
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Gas"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,Unknown,294
"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 2, ""foundationType"": ""Footing"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Radiant"", ""unitCount"": 1}",Single Family,R8:SINGLE FAM-8,295
"{""architectureType"": ""Conventional"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Baseboard"", ""roofType"": ""Asphalt"", ""roomCount"": 7}",Single Family,R-6,296
"{""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""cooling"": true, ""coolingType"": ""Central"", ""heatingType"": ""Central"", ""fireplace"": true, ""fireplaceType"": ""Steel"", ""roomCount"": 9, ""roofType"": ""Asphalt"", ""heating"": true}",Single Family,Unknown,297
"{""architectureType"": ""Split Level"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",Single Family,R50,298
"{""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 4, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 10, ""unitCount"": 2}",Duplex-Triplex,R3,299
"{""architectureType"": ""Traditional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,Unknown,300
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7, ""pool"": true, ""poolType"": ""Community Pool""}",Single Family,Unknown,301
"{""exteriorType"": ""Siding"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,TN-LDR,302
"{""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""cooling"": true, ""coolingType"": ""Commercial"", ""foundationType"": ""OTHER""}",Single Family,Unknown,303
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""2 Story Brick Chimney"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,R-4,304
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Other"", ""floorCount"": 1, ""foundationType"": ""OTHER"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,R1,305
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""OTHER"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,R1,306
"{""cooling"": true, ""exteriorType"": ""Composition"", ""floorCount"": 1, ""foundationType"": ""Retaining Wall"", ""heating"": true, ""roomCount"": 5, ""unitCount"": 1, ""architectureType"": ""Ranch"", ""coolingType"": ""Commercial"", ""heatingType"": ""Forced Air""}",Land,DTR,307
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Siding"", ""fireplace"": true, ""fireplaceType"": ""2 Story Brick Chimney"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""pool"": true, ""poolType"": ""In-Ground Vinyl Pool"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,Unknown,308
"{""unitCount"": 1, ""architectureType"": ""Condo / Apartment""}",Condo,"3900:MULTI-FAM,38-62 U/A",309
"{""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Footing"", ""heating"": true, ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,Unknown,310
"{""architectureType"": ""Traditional"", ""exteriorType"": ""Composition"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Forced Air""}",Duplex-Triplex,N-3R,311
"{""exteriorType"": ""Siding"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached Garage"", ""heating"": true, ""heatingType"": ""Gas"", ""roofType"": ""Asphalt""}",Land,R2,312
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Concrete"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Hot Water"", ""roomCount"": 13, ""unitCount"": 1}",Single Family,Unknown,313
"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 3, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 8, ""unitCount"": 1}",Single Family,Unknown,314
"{""architectureType"": ""Mobile Home""}",Manufactured,Unknown,315
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5}",Single Family,Unknown,316
"{""exteriorType"": ""OTHER"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""roofType"": ""Composition Shingle"", ""roomCount"": 6}",Single Family,Unknown,317
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Forced Air""}",Single Family,R-12MF,318
"{""architectureType"": ""Raised Ranch"", ""exteriorType"": ""OTHER"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Basement"", ""heating"": true, ""heatingType"": ""Hot Water"", ""roofType"": ""Asphalt"", ""roomCount"": 8, ""unitCount"": 1}",Single Family,R-12,319
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Baseboard"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,R1- SUBURB RES,320
"{""architectureType"": ""Condo / Apartment""}",Condo,"4000:MULTI-FAM,63-100 U/A",321
"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 4}",Single Family,RP3,322
"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 3, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""pool"": true, ""roofType"": ""Other"", ""roomCount"": 8, ""unitCount"": 1, ""viewType"": ""Lake""}",Single Family,R-7,323
"{""architectureType"": ""Split Entry"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""OTHER"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""foundationType"": ""Block"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,Unknown,324
NaN,Manufactured,Unknown,325
"{""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""roomCount"": 11, ""unitCount"": 1}",Single Family,Unknown,326
"{""architectureType"": ""Split Level"", ""exteriorType"": ""OTHER"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""OTHER"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Electric"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,Unknown,327
"{""architectureType"": ""Mobile Home"", ""cooling"": true, ""coolingType"": ""Refrigeration"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""viewType"": ""Average""}",Manufactured,Unknown,328
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Concrete Block"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Retaining Wall"", ""garage"": true, ""garageSpaces"": 3, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Gravity"", ""pool"": true, ""roofType"": ""Tile"", ""unitCount"": 1}",Single Family,Unknown,329
"{""floorCount"": 1, ""garage"": true, ""garageType"": ""Carport"", ""unitCount"": 1}",Land,VR-BMUD-R3,330
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Shingle"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,Unknown,331
"{""architectureType"": ""Condo / Apartment"", ""unitCount"": 1}",Condo,"4900:MULTI-FAM,CONDOMINUM",332
"{""architectureType"": ""Mobile Home"", ""exteriorType"": ""Brick / Stone"", ""floorCount"": 1, ""foundationType"": ""Pier / Post & Beam"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Metal"", ""unitCount"": 1}",Manufactured,Unknown,333
{},Single Family,R1-5,334
"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 8}",Single Family,Unknown,335
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,Unknown,336
"{""architectureType"": ""Ranch"", ""cooling"": true, ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6, ""unitCount"": 1, ""coolingType"": ""Commercial""}",Single Family,R,337
{},Apartment,Unknown,338
"{""architectureType"": ""Bi-Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Gas"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,Unknown,339
"{""architectureType"": ""Condo / Apartment"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""roomCount"": 6, ""unitCount"": 1, ""viewType"": ""Average""}",Single Family,RM1,340
"{""architectureType"": ""Quadruplex"", ""floorCount"": 3, ""unitCount"": 4}",Duplex-Triplex,R5D,341
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""heating"": true, ""unitCount"": 1}",Condo,Unknown,342
"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Package"", ""exteriorType"": ""Composition"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 3, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""roofType"": ""Asphalt"", ""roomCount"": 9, ""unitCount"": 1}",Single Family,Unknown,343
"{""floorCount"": 2, ""roomCount"": 9, ""unitCount"": 1}",Single Family,RH3,344
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum Siding"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 5, ""unitCount"": 1}",Single Family,Unknown,345
"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Vinyl"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""roofType"": ""Asphalt"", ""roomCount"": 8}",Single Family,CO,346
"{""architectureType"": ""Traditional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7, ""unitCount"": 1}",Single Family,Unknown,347
"{""floorCount"": 3, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7}",Single Family,Unknown,348
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle""}",Single Family,Unknown,349
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""foundationType"": ""Footing"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,Unknown,350
"{""architectureType"": ""Conventional"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""roomCount"": 8, ""unitCount"": 1}",Single Family,LAR1,351
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Baked Enamel"", ""floorCount"": 1, ""foundationType"": ""Concrete"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""pool"": true, ""roofType"": ""Built-up (Layered Asphalt)"", ""roomCount"": 2}",Apartment,U/12/12 - MULTI-LUO,352
"{""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",Single Family,Unknown,353
"{""architectureType"": ""Cape Cod"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6, ""unitCount"": 1}",Single Family,H,354
"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 8, ""unitCount"": 1}",Single Family,U-1A-1,355
"{""exteriorType"": ""OTHER"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Steam"", ""roofType"": ""Shingle"", ""roomCount"": 7}",Single Family,Unknown,356
"{""architectureType"": ""Duplex"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Duplex-Triplex,Z408,357
"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stone"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",Condo,Unknown,358
"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",Single Family,PUD,359
"{""cooling"": true, ""coolingType"": ""Commercial"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle""}",Single Family,Unknown,360
"{""architectureType"": ""Ranch"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Gravity"", ""roofType"": ""Composition Shingle""}",Single Family,2,361
